year,educ,age,exp,exp_sq,non_white,y,lny
1996,13,37,17,289,1,7.932066,2.070913531
2002,11,36,18,324,0,7.932442,2.070960933
2000,11,33,15,225,0,7.932554,2.070975052
2005,10,30,13,169,0,7.932604,2.070981355
2002,14,28,7,49,1,7.932906,2.071019425
2000,12,27,8,64,0,7.93315,2.071050182
2005,9,43,27,729,0,7.934182,2.071180261
2000,9,25,9,81,0,7.93437,2.071203956
2001,12,24,5,25,0,7.935462,2.071341575
1998,10,30,13,169,0,7.935568,2.071354933
2003,14,47,26,676,1,7.936134,2.071426255
2000,11,35,17,289,0,7.936313,2.07144881
1998,12,24,5,25,0,7.936406,2.071460528
1998,11,40,22,484,0,7.936613,2.07148661
2004,13,30,10,100,0,7.936674,2.071494296
2000,6,50,37,1369,0,7.936827,2.071513573
2000,3,42,32,1024,0,7.936841,2.071515337
2004,10,35,18,324,0,7.936992,2.071534362
2004,7,29,15,225,0,7.936992,2.071534362
2005,9,22,6,36,1,7.937287,2.071571529
2001,9,43,27,729,0,7.937907,2.071649638
2004,11,43,25,625,0,7.938163,2.071681888
2003,9,30,14,196,0,7.938389,2.071710358
2002,12,23,4,16,0,7.938693,2.071748652
2004,14,34,13,169,1,7.938785,2.071760241
2001,7,33,19,361,0,7.939094,2.071799163
2000,13,36,16,256,0,7.939407,2.071838587
2003,15,35,13,169,0,7.939744,2.071881033
2000,15,45,23,529,0,7.939822,2.071890857
1998,8,48,33,1089,0,7.939892,2.071899673
1997,15,49,27,729,0,7.939903,2.071901059
1996,6,49,36,1296,0,7.94001,2.071914535
1999,10,34,17,289,0,7.940136,2.071930404
1999,14,43,22,484,0,7.940168,2.071934434
1998,12,37,18,324,0,7.940195,2.071937834
1997,8,40,25,625,1,7.940278,2.071948287
1998,15,25,3,9,0,7.940358,2.071958362
2002,14,38,17,289,0,7.94101,2.072040471
2000,9,37,21,441,0,7.941152,2.072058353
1996,12,29,10,100,0,7.942547,2.072234005
2002,9,35,19,361,1,7.942654,2.072247476
2000,9,41,25,625,0,7.943412,2.072342906
2000,14,40,19,361,0,7.94408,2.072426997
1998,14,50,29,841,1,7.944094,2.07242876
2002,8,34,19,361,0,7.944357,2.072461865
1997,16,37,14,196,0,7.944705,2.072505669
2003,16,27,4,16,0,7.944848,2.072523668
1997,15,36,14,196,1,7.94488,2.072527696
2005,14,24,3,9,1,7.945289,2.072579174
1997,16,42,19,361,0,7.945457,2.072600319
2001,9,30,14,196,1,7.945652,2.072624861
1999,8,24,9,81,1,7.945849,2.072649654
2003,14,36,15,225,1,7.946031,2.072672559
1997,13,34,14,196,0,7.946599,2.072744038
1998,12,20,1,1,0,7.946692,2.072755741
1999,14,49,28,784,0,7.946725,2.072759894
2000,11,47,29,841,1,7.94695,2.072788207
2003,4,41,30,900,1,7.947031,2.0727984
2003,12,33,14,196,0,7.947238,2.072824447
2001,10,42,25,625,0,7.94733,2.072836023
1999,10,21,4,16,1,7.947531,2.072861314
2005,10,32,15,225,0,7.94761,2.072871255
2004,12,46,27,729,0,7.947754,2.072889373
2002,16,32,9,81,0,7.948009,2.072921457
2000,10,42,25,625,0,7.948089,2.072931522
1997,7,32,18,324,0,7.94811,2.072934165
2005,10,33,16,256,0,7.948115,2.072934794
2005,12,24,5,25,0,7.948196,2.072944985
2000,13,31,11,121,0,7.948595,2.072995183
2003,12,25,6,36,1,7.948968,2.073042109
1996,17,37,13,169,0,7.949054,2.073052928
2004,13,48,28,784,0,7.949473,2.073105637
2003,11,44,26,676,0,7.9497,2.073134192
2003,9,40,24,576,0,7.949798,2.07314652
2004,1,35,27,729,0,7.949821,2.073149413
1997,11,31,13,169,0,7.949936,2.073163878
2005,12,48,29,841,0,7.950151,2.073190922
2004,7,43,29,841,1,7.950191,2.073195954
2002,9,28,12,144,0,7.950605,2.073248026
1999,9,21,5,25,0,7.950662,2.073255196
2004,5,45,33,1089,1,7.950726,2.073263245
1999,14,32,11,121,0,7.952147,2.073441955
2004,13,38,18,324,0,7.952242,2.073453901
1998,8,27,12,144,0,7.952359,2.073468614
1998,9,32,16,256,0,7.952488,2.073484836
1999,11,33,15,225,0,7.953344,2.073592469
1999,2,41,32,1024,0,7.953617,2.073626794
2004,10,42,25,625,0,7.954532,2.073741829
2002,7,41,27,729,1,7.954792,2.073774514
1997,13,35,15,225,0,7.954817,2.073777657
1998,8,25,10,100,0,7.954845,2.073781177
2005,11,29,11,121,0,7.955088,2.073811724
1996,13,27,7,49,0,7.955115,2.073815118
1999,10,27,10,100,1,7.955192,2.073824797
1996,9,47,31,961,1,7.955423,2.073853834
2002,16,31,8,64,0,7.95604,2.073931389
2002,11,35,17,289,0,7.956236,2.073956024
2004,17,40,16,256,0,7.956427,2.07398003
1998,7,32,18,324,0,7.95743,2.074106083
1997,10,42,25,625,0,7.957506,2.074115634
2003,11,19,1,1,1,7.958038,2.074182487
1996,13,47,27,729,0,7.958076,2.074187262
2000,18,30,5,25,1,7.958739,2.07427057
1999,11,32,14,196,1,7.958783,2.074276099
2002,13,27,7,49,0,7.959043,2.074308766
2002,12,27,8,64,0,7.959181,2.074326105
2001,12,27,8,64,0,7.959361,2.07434872
2005,14,31,10,100,1,7.959693,2.074390431
1997,6,20,7,49,1,7.960046,2.074434779
1997,8,49,34,1156,1,7.960092,2.074440558
2004,16,49,26,676,1,7.960112,2.07444307
2004,12,37,18,324,1,7.96027,2.074462919
2005,9,46,30,900,0,7.960333,2.074470833
2004,13,28,8,64,0,7.960356,2.074473722
2003,10,22,5,25,0,7.96074,2.07452196
2005,0,28,21,441,0,7.961538,2.074622197
2001,11,42,24,576,1,7.961564,2.074625463
2002,12,34,15,225,1,7.961671,2.074638902
1997,16,47,24,576,0,7.961802,2.074655356
2001,9,26,10,100,0,7.962401,2.074730588
2002,15,27,5,25,1,7.962533,2.074747165
2003,15,27,5,25,0,7.962784,2.074778687
1998,14,31,10,100,1,7.962859,2.074788106
2000,6,37,24,576,0,7.962884,2.074791246
2000,12,35,16,256,0,7.962895,2.074792627
2004,15,39,17,289,0,7.963134,2.074822641
2000,10,46,29,841,0,7.96319,2.074829673
2002,12,27,8,64,0,7.963877,2.074915942
2000,8,30,15,225,0,7.963933,2.074922973
1998,16,34,11,121,0,7.96418,2.074953988
2003,2,49,40,1600,0,7.964567,2.075002579
2003,3,47,37,1369,0,7.966049,2.075188636
2002,13,33,13,169,0,7.966239,2.075212487
1998,9,41,25,625,0,7.966802,2.075283158
1997,12,34,15,225,0,7.966948,2.075301483
2003,11,20,2,4,0,7.967249,2.075339264
1999,17,37,13,169,0,7.967321,2.075348301
1997,14,33,12,144,0,7.967492,2.075369763
2005,9,32,16,256,0,7.967504,2.075371269
2005,11,41,23,529,0,7.967568,2.075379302
1998,13,41,21,441,0,7.967623,2.075386205
2005,4,23,12,144,0,7.967854,2.075415197
1997,9,39,23,529,0,7.968052,2.075440046
1996,9,41,25,625,0,7.968376,2.075480708
1999,13,43,23,529,0,7.9696,2.075634303
2001,4,47,36,1296,1,7.970058,2.07569177
2001,13,43,23,529,0,7.970572,2.075756259
2004,9,40,24,576,1,7.970616,2.07576178
2000,19,50,24,576,0,7.97075,2.075778591
2004,8,38,23,529,0,7.970802,2.075785115
1999,11,40,22,484,0,7.970896,2.075796908
1996,12,35,16,256,0,7.971228,2.075838559
2005,7,41,27,729,1,7.971327,2.075850978
1998,18,32,7,49,1,7.971376,2.075857125
2000,6,35,22,484,1,7.971423,2.075863021
1998,8,36,21,441,0,7.971582,2.075882967
1998,7,29,15,225,0,7.971636,2.075889741
2005,16,22,-1,1,0,7.971795,2.075909687
1997,17,29,5,25,0,7.97213,2.075951709
2001,12,25,6,36,1,7.972633,2.076014802
2000,10,31,14,196,0,7.972969,2.076056945
1998,12,29,10,100,1,7.973943,2.076179101
2004,9,26,10,100,0,7.973989,2.076184869
2003,12,38,19,361,0,7.974364,2.076231896
2004,13,39,19,361,1,7.974528,2.076252462
2003,4,50,39,1521,0,7.974966,2.076307385
2003,10,36,19,361,0,7.975093,2.07632331
2001,14,37,16,256,1,7.975519,2.076376725
2003,9,30,14,196,1,7.975616,2.076388887
2005,14,22,1,1,0,7.975916,2.076426501
1998,10,44,27,729,0,7.976361,2.076482292
2001,9,48,32,1024,1,7.976457,2.076494328
1999,7,22,8,64,0,7.97655,2.076505987
2000,6,47,34,1156,0,7.97668,2.076522285
1996,11,41,23,529,0,7.97751,2.076626333
2003,16,27,4,16,1,7.97757,2.076633854
2000,12,46,27,729,0,7.977761,2.076657796
2005,10,40,23,529,1,7.978206,2.076713574
2005,12,18,-1,1,0,7.978422,2.076740648
2004,12,44,25,625,0,7.978533,2.07675456
1999,15,31,9,81,0,7.978699,2.076775366
2003,11,42,24,576,1,7.978892,2.076799555
1996,6,46,33,1089,0,7.979127,2.076829007
1996,15,29,7,49,0,7.979776,2.076910341
2003,13,23,3,9,0,7.980012,2.076939915
2003,11,45,27,729,1,7.980013,2.076940041
1996,14,26,5,25,0,7.980113,2.076952572
2000,11,21,3,9,0,7.980138,2.076955705
2003,6,24,11,121,0,7.980156,2.07695796
1997,15,23,1,1,0,7.980177,2.076960592
2004,14,26,5,25,1,7.981012,2.07706522
2003,5,34,22,484,1,7.981251,2.077095166
2002,16,36,13,169,0,7.981574,2.077135635
1996,17,37,13,169,0,7.982463,2.07724701
2004,7,50,36,1296,1,7.982875,2.077298622
1996,8,31,16,256,0,7.983741,2.077407099
2000,7,28,14,196,0,7.983943,2.0774324
2005,7,34,20,400,1,7.984334,2.077481372
1997,14,28,7,49,0,7.984704,2.077527711
2000,1,47,39,1521,0,7.984807,2.077540611
2003,8,45,30,900,0,7.985098,2.077577055
1998,6,25,12,144,0,7.985119,2.077579684
1998,8,46,31,961,1,7.98513,2.077581062
2002,7,49,35,1225,0,7.985698,2.077652192
2003,10,46,29,841,1,7.985973,2.077686628
1999,13,22,2,4,0,7.986189,2.077713675
2002,7,39,25,625,0,7.986972,2.077811714
2003,12,38,19,361,1,7.987069,2.077823859
2005,7,22,8,64,1,7.987197,2.077839885
1999,8,45,30,900,0,7.987289,2.077851403
1996,11,27,9,81,0,7.987555,2.077884705
1998,13,32,12,144,0,7.987705,2.077903484
1996,8,43,28,784,1,7.98793,2.077931652
2003,8,43,28,784,1,7.988246,2.077971211
2003,14,35,14,196,1,7.988265,2.07797359
2001,7,48,34,1156,0,7.988527,2.078006387
2002,17,23,-1,1,1,7.988751,2.078034427
1999,9,34,18,324,0,7.988959,2.078060463
2004,8,37,22,484,0,7.98906,2.078073106
2005,11,44,26,676,0,7.98989,2.078176992
2003,3,48,38,1444,0,7.990688,2.078276864
2000,8,37,22,484,0,7.990757,2.078285499
2003,11,45,27,729,1,7.991082,2.07832617
2003,6,47,34,1156,1,7.991707,2.078404379
1998,16,29,6,36,0,7.991987,2.078439415
2005,14,50,29,841,1,7.99217,2.078462312
1999,11,41,23,529,1,7.992334,2.078482832
2003,12,36,17,289,0,7.992496,2.078503101
2000,16,32,9,81,0,7.992542,2.078508857
2002,16,27,4,16,1,7.992932,2.078557651
2000,11,28,10,100,0,7.993664,2.078649228
1996,7,40,26,676,0,7.993741,2.07865886
1999,7,43,29,841,1,7.993945,2.07868438
2004,7,31,17,289,0,7.994122,2.078706522
1998,10,34,17,289,0,7.994502,2.078754055
1998,15,30,8,64,0,7.994787,2.078789704
2005,12,38,19,361,0,7.994799,2.078791205
2004,9,44,28,784,0,7.995143,2.078834232
2002,11,42,24,576,1,7.995264,2.078849366
2003,8,37,22,484,0,7.99575,2.078910151
2001,12,47,28,784,0,7.995801,2.078916529
2004,12,47,28,784,0,7.996202,2.078966679
2000,15,49,27,729,1,7.996848,2.079047464
1998,12,26,7,49,0,7.997214,2.079093231
1999,7,36,22,484,0,7.997664,2.079149499
2002,14,39,18,324,1,7.997674,2.079150749
2000,14,30,9,81,0,7.997902,2.079179257
2005,9,49,33,1089,0,7.997965,2.079187134
2002,11,48,30,900,0,7.998085,2.079202138
2004,7,21,7,49,1,7.998992,2.079315534
2002,13,41,21,441,1,7.999216,2.079343537
1998,11,46,28,784,0,7.999456,2.079373539
2003,2,50,41,1681,0,7.999676,2.079401041
1996,11,35,17,289,0,7.999707,2.079404916
1999,12,38,19,361,0,7.999859,2.079423917
1998,16,33,10,100,1,8.000113,2.079455667
2004,7,42,28,784,0,8.001328,2.079607528
2003,10,34,17,289,0,8.001523,2.079631899
1996,8,32,17,289,0,8.00208,2.079701508
2001,12,34,15,225,1,8.002181,2.07971413
2000,11,34,16,256,1,8.003017,2.079818596
2004,14,34,13,169,0,8.003459,2.079873823
1997,15,32,10,100,0,8.003505,2.079879571
2002,16,25,2,4,0,8.004267,2.079974774
2000,9,27,11,121,0,8.004776,2.080038364
2005,10,31,14,196,1,8.005368,2.080112317
2003,15,38,16,256,0,8.006336,2.080233228
2005,12,20,1,1,1,8.006528,2.080257209
1997,6,36,23,529,0,8.006606,2.080266951
2005,13,41,21,441,1,8.006873,2.080300298
2002,12,37,18,324,0,8.007565,2.08038672
1997,16,46,23,529,0,8.008036,2.080445538
1999,12,40,21,441,0,8.008091,2.080452406
2003,13,45,25,625,0,8.008442,2.080496235
1999,14,46,25,625,1,8.008443,2.08049636
1999,11,28,10,100,0,8.008955,2.080560291
1996,12,39,20,400,0,8.009156,2.080585387
2004,10,36,19,361,1,8.00951,2.080629586
2005,10,46,29,841,0,8.009809,2.080666916
1999,12,24,5,25,0,8.010216,2.080717727
2002,6,49,36,1296,0,8.010259,2.080723095
2002,8,46,31,961,1,8.010466,2.080748937
1999,11,31,13,169,0,8.010526,2.080756427
2000,10,25,8,64,0,8.011294,2.080852296
2004,11,29,11,121,0,8.011405,2.080866151
1997,13,37,17,289,0,8.012252,2.08097187
1999,9,48,32,1024,0,8.014571,2.08126126
2003,16,32,9,81,0,8.014728,2.081280849
1996,9,28,12,144,0,8.014869,2.081298442
1998,12,24,5,25,0,8.014881,2.081299939
1999,13,32,12,144,0,8.014917,2.08130443
1997,11,35,17,289,0,8.015,2.081314786
1997,8,48,33,1089,0,8.015147,2.081333127
2005,8,24,9,81,1,8.015201,2.081339864
1997,6,35,22,484,0,8.015388,2.081363194
1996,12,29,10,100,0,8.015743,2.081407483
2002,17,20,-4,16,1,8.015848,2.081420582
1996,11,43,25,625,0,8.015873,2.081423701
2002,16,45,22,484,0,8.016503,2.081502292
2005,10,30,13,169,0,8.017144,2.081582249
2004,12,48,29,841,0,8.01741,2.081615427
1996,10,48,31,961,0,8.017474,2.08162341
2004,12,47,28,784,0,8.017709,2.08165272
2001,14,22,1,1,1,8.01781,2.081665317
2005,9,28,12,144,0,8.018295,2.081725806
1996,7,48,34,1156,1,8.018684,2.081774319
2004,9,32,16,256,0,8.019012,2.081815222
2003,11,27,9,81,1,8.019114,2.081827942
2002,11,41,23,529,1,8.020381,2.081985927
2003,13,33,13,169,0,8.020384,2.081986301
1998,11,40,22,484,0,8.021191,2.082086915
2005,9,34,18,324,0,8.021228,2.082091527
2004,16,25,2,4,0,8.021444,2.082118456
2002,10,40,23,529,1,8.021559,2.082132792
1997,7,26,12,144,1,8.021962,2.08218303
2004,1,19,11,121,0,8.022747,2.082280882
2003,14,48,27,729,0,8.022995,2.082311794
2000,8,43,28,784,0,8.023023,2.082315284
2003,12,25,6,36,0,8.023305,2.082350432
2005,11,46,28,784,0,8.023328,2.082353298
2000,7,35,21,441,0,8.023352,2.08235629
2002,9,42,26,676,0,8.023719,2.08240203
2002,13,36,16,256,0,8.02448,2.082496869
1996,10,37,20,400,0,8.025206,2.082587338
1998,10,34,17,289,0,8.025386,2.082609768
2004,13,34,14,196,1,8.025421,2.082614129
2004,13,50,30,900,0,8.026497,2.082748194
2002,16,44,21,441,0,8.026664,2.082769
2004,13,36,16,256,1,8.027008,2.082811856
2003,14,26,5,25,0,8.027625,2.082888718
2000,15,47,25,625,0,8.027766,2.082906283
2003,5,29,17,289,0,8.028057,2.082942531
2005,11,29,11,121,0,8.028462,2.082992978
1999,7,35,21,441,1,8.02853,2.083001448
1996,9,23,7,49,0,8.028605,2.083010789
2000,8,40,25,625,0,8.028695,2.083021999
1996,13,24,4,16,1,8.028826,2.083038316
2003,11,48,30,900,1,8.028864,2.083043048
1997,11,42,24,576,0,8.02891,2.083048778
1997,13,40,20,400,0,8.028955,2.083054383
1999,3,47,37,1369,0,8.028984,2.083057994
2000,3,44,34,1156,0,8.029016,2.08306198
1998,8,43,28,784,0,8.029064,2.083067958
2005,13,45,25,625,1,8.029595,2.083134091
2000,12,26,7,49,1,8.030096,2.083196483
2005,11,37,19,361,0,8.030731,2.083275557
2004,8,41,26,676,0,8.031182,2.083331715
2005,13,30,10,100,0,8.031466,2.083367077
2003,10,38,21,441,0,8.031657,2.083390858
2003,18,22,-3,9,0,8.031957,2.083428209
1997,5,49,37,1369,0,8.032009,2.083434683
2005,11,49,31,961,0,8.032046,2.08343929
2001,11,27,9,81,0,8.032513,2.08349743
2000,6,35,22,484,0,8.03284,2.083538139
1999,13,40,20,400,0,8.032903,2.083545982
2003,15,45,23,529,1,8.033161,2.083578099
2004,14,27,6,36,0,8.033168,2.083578971
1999,9,29,13,169,0,8.033324,2.08359839
1998,10,27,10,100,0,8.03366,2.083640215
2004,12,37,18,324,1,8.033729,2.083648804
2004,15,31,9,81,1,8.034283,2.083717761
1999,13,27,7,49,1,8.03434,2.083724855
2005,11,26,8,64,1,8.035175,2.083828779
2004,11,20,2,4,0,8.035404,2.083857278
1996,16,38,15,225,0,8.035438,2.083861509
2002,9,50,34,1156,1,8.035752,2.083900585
2000,12,21,2,4,0,8.035991,2.083930327
2005,13,32,12,144,0,8.036031,2.083935305
2005,13,34,14,196,0,8.036102,2.08394414
2003,4,49,38,1444,0,8.036488,2.083992172
2005,9,46,30,900,1,8.036626,2.084009343
1998,15,29,7,49,0,8.036708,2.084019547
2003,8,36,21,441,1,8.037718,2.084145212
2001,14,24,3,9,1,8.037748,2.084148944
1999,10,27,10,100,0,8.037882,2.084165616
2002,8,32,17,289,1,8.038208,2.084206173
2000,12,25,6,36,0,8.038247,2.084211025
2002,7,32,18,324,0,8.038384,2.084228068
2004,12,21,2,4,1,8.039004,2.084305195
2005,8,20,5,25,0,8.039094,2.08431639
2002,12,35,16,256,0,8.039336,2.084346493
1996,9,36,20,400,0,8.039727,2.084395127
1996,5,28,16,256,1,8.040117,2.084443635
1998,11,49,31,961,0,8.040561,2.084498857
2003,13,19,-1,1,1,8.04065,2.084509926
2002,8,38,23,529,1,8.041013,2.08455507
2000,11,29,11,121,0,8.041033,2.084557558
2000,7,47,33,1089,0,8.041085,2.084564024
2003,14,36,15,225,0,8.041787,2.084651322
1999,13,34,14,196,0,8.04193,2.084669104
2003,10,47,30,900,1,8.042157,2.084697331
2003,11,42,24,576,1,8.042173,2.08469932
2005,9,32,16,256,1,8.042385,2.084725681
2003,15,28,6,36,0,8.042458,2.084734758
1996,13,50,30,900,0,8.042741,2.084769945
1996,15,43,21,441,0,8.042806,2.084778027
1996,9,26,10,100,0,8.042877,2.084786855
2002,11,36,18,324,1,8.043042,2.08480737
2000,7,41,27,729,0,8.043317,2.08484156
2005,8,25,10,100,1,8.043457,2.084858966
2005,14,44,23,529,0,8.04398,2.084923986
2000,10,38,21,441,0,8.043994,2.084925726
2003,9,23,7,49,0,8.044008,2.084927466
1998,4,48,37,1369,0,8.04457,2.08499733
1996,14,27,6,36,0,8.044719,2.085015851
1998,12,34,15,225,0,8.044996,2.085050283
2004,10,40,23,529,1,8.045173,2.085072284
1998,4,49,38,1444,1,8.045359,2.085095403
2003,10,50,33,1089,0,8.045978,2.085172339
1999,5,36,24,576,0,8.046114,2.085189242
1997,13,40,20,400,1,8.046351,2.085218697
2004,10,43,26,676,0,8.047886,2.085409448
2005,11,21,3,9,0,8.048371,2.085469711
2000,10,35,18,324,0,8.048562,2.085493442
2004,6,37,24,576,0,8.04892,2.085537921
2002,7,31,17,289,0,8.048935,2.085539785
2005,7,34,20,400,0,8.050166,2.085692712
2000,17,26,2,4,0,8.050761,2.085766621
1998,10,39,22,484,1,8.050929,2.085787488
2005,7,42,28,784,1,8.050968,2.085792333
1999,12,37,18,324,1,8.051433,2.085850088
2004,12,28,9,81,0,8.052078,2.085930195
1996,7,38,24,576,0,8.052843,2.086025197
2003,4,28,17,289,0,8.053027,2.086048046
2004,13,39,19,361,0,8.053664,2.086127143
2000,8,32,17,289,0,8.053979,2.086166255
2003,9,34,18,324,0,8.054088,2.086179789
2004,10,22,5,25,0,8.054263,2.086201516
2004,13,24,4,16,1,8.055304,2.086330756
2000,12,48,29,841,1,8.05547,2.086351364
1999,11,40,22,484,0,8.055917,2.086406852
2003,11,42,24,576,0,8.056362,2.08646209
2000,17,25,1,1,0,8.05744,2.086595888
1997,9,50,34,1156,0,8.057762,2.08663585
2003,11,28,10,100,0,8.058268,2.086698645
2000,12,20,1,1,0,8.058511,2.0867288
2000,15,34,12,144,0,8.059284,2.086824719
1998,11,25,7,49,0,8.059978,2.086910827
2003,13,40,20,400,0,8.060194,2.086937626
2004,12,27,8,64,1,8.060235,2.086942712
2000,13,35,15,225,0,8.060239,2.086943209
1999,8,32,17,289,0,8.060735,2.087004743
2005,14,24,3,9,0,8.060927,2.087028562
1996,6,33,20,400,0,8.060954,2.087031912
1997,15,47,25,625,1,8.06139,2.087085998
1998,1,37,29,841,0,8.061457,2.087094309
2002,4,46,35,1225,0,8.06306,2.087293137
2001,8,37,22,484,1,8.063167,2.087306407
2004,10,43,26,676,1,8.063228,2.087313973
1996,13,29,9,81,0,8.063269,2.087319057
2002,13,40,20,400,0,8.063316,2.087324886
1996,10,44,27,729,0,8.063799,2.087384785
2001,12,34,15,225,0,8.064233,2.087438605
2000,7,29,15,225,0,8.064415,2.087461173
2002,10,30,13,169,0,8.064657,2.087491181
2000,10,39,22,484,0,8.06468,2.087494033
1996,10,39,22,484,0,8.064838,2.087513625
2003,14,26,5,25,1,8.06494,2.087526272
2002,11,23,5,25,1,8.064976,2.087530736
2005,14,21,0,0,1,8.065092,2.087545119
2002,9,41,25,625,0,8.06567,2.087616783
2004,4,48,37,1369,1,8.06607,2.087666375
2005,12,36,17,289,0,8.066112,2.087671582
1999,16,24,1,1,1,8.066173,2.087679144
2003,9,38,22,484,1,8.066252,2.087688938
1996,12,41,22,484,0,8.066283,2.087692781
1999,6,45,32,1024,0,8.066831,2.087760716
2003,15,30,8,64,0,8.067411,2.087832613
2001,13,32,12,144,1,8.068091,2.087916899
2003,10,23,6,36,1,8.068433,2.087959287
2004,11,50,32,1024,0,8.068979,2.088026956
2005,11,35,17,289,0,8.069125,2.08804505
2005,11,28,10,100,1,8.069801,2.088128823
2003,8,25,10,100,1,8.070047,2.088159306
2000,11,45,27,729,0,8.070218,2.088180496
2004,15,39,17,289,0,8.070251,2.088184585
2004,10,35,18,324,0,8.070376,2.088200074
2002,10,25,8,64,0,8.070767,2.088248521
1997,10,33,16,256,0,8.072283,2.088436342
1999,9,39,23,529,0,8.072628,2.08847908
2002,12,25,6,36,1,8.073,2.08852516
2000,15,24,2,4,0,8.073064,2.088533088
2004,14,21,0,0,0,8.073159,2.088544855
2000,13,47,27,729,1,8.073201,2.088550058
2004,2,34,25,625,0,8.073417,2.088576813
1997,12,30,11,121,0,8.073804,2.088624747
1996,13,32,12,144,1,8.074252,2.088680233
2005,11,30,12,144,0,8.074523,2.088713796
2003,7,31,17,289,0,8.075526,2.088838006
2003,13,35,15,225,0,8.075552,2.088841226
1996,16,35,12,144,0,8.075994,2.088895958
2005,8,28,13,169,0,8.076453,2.088952791
2004,18,37,12,144,0,8.076632,2.088974954
2005,11,48,30,900,0,8.077774,2.08911634
2005,9,41,25,625,0,8.077956,2.08913887
1998,15,32,10,100,1,8.078469,2.089202374
2000,5,36,24,576,0,8.079049,2.089274168
2005,11,29,11,121,1,8.079725,2.089357837
2004,12,31,12,144,1,8.07973,2.089358456
2005,14,40,19,361,0,8.0798,2.08936712
2004,13,49,29,841,0,8.080146,2.089409942
1999,7,35,21,441,0,8.080361,2.08943655
1998,11,32,14,196,0,8.080565,2.089461796
2005,6,49,36,1296,1,8.080879,2.089500654
2004,10,38,21,441,0,8.081419,2.089567476
2004,9,46,30,900,0,8.082102,2.089651987
2000,16,36,13,169,0,8.082116,2.089653719
2003,9,38,22,484,0,8.082751,2.089732285
2001,9,44,28,784,1,8.082861,2.089745894
2000,7,47,33,1089,0,8.083193,2.089786968
2002,13,33,13,169,0,8.083672,2.089846225
2002,9,28,12,144,1,8.083753,2.089856245
2002,9,34,18,324,0,8.084122,2.089901891
1997,9,28,12,144,0,8.08444,2.089941227
2002,8,35,20,400,0,8.085176,2.090032261
1998,14,43,22,484,0,8.085333,2.09005168
1997,6,40,27,729,0,8.085382,2.09005774
2004,12,38,19,361,1,8.085441,2.090065037
