"year","educ","age","exp","income","non_white","exp_sq"
2004,10,29,12,11.28968,0,144
2004,11,30,12,10.27331,0,144
2005,12,31,12,11.61439,0,144
2003,11,27,9,9.48304,0,81
2003,12,28,9,8.182462,0,81
2004,13,29,9,10.49414,0,81
2005,13,30,10,10.60755,0,100
2003,13,39,19,8.174665,0,361
2004,15,40,18,10.36617,0,324
2005,11,41,23,8.75321,0,529
2003,7,42,28,5.465013,0,784
2004,7,43,29,6.005548,0,841
2004,7,44,30,2.964823,0,900
2003,10,23,6,6.253715,0,36
2004,10,24,7,4.564911,0,49
2003,11,20,2,2.576779,0,4
2004,13,21,1,5.986558,0,1
2004,8,21,6,5.972455,0,36
2002,14,49,28,18.08323,0,784
2003,18,50,25,6.829712,0,625
2003,3,44,34,9.281518,0,1156
2004,5,45,33,9.417754,0,1089
2004,3,45,35,5.771686,0,1225
2005,2,46,37,6.796829,0,1369
2002,12,25,6,1.65914,1,36
2003,7,26,12,5.67234,1,144
2004,12,27,8,8.229867,1,64
2002,8,22,7,8.283223,0,49
2003,10,23,6,9.346233,0,36
2004,9,24,8,8.368536,0,64
2005,7,45,31,3.806276,1,961
2003,6,48,35,7.833631,0,1225
2003,6,49,36,7.437971,0,1296
2004,7,50,36,8.391961,0,1296
2003,7,43,29,8.467255,0,841
2003,9,44,28,12.39893,0,784
2004,12,44,25,14.78865,0,625
2005,9,45,29,13.87339,0,841
2003,8,41,26,5.579574,0,676
2003,6,41,28,6.345675,0,784
2004,7,42,28,6.76413,0,784
2005,5,43,31,7.215464,0,961
2003,9,38,22,22.70233,0,484
2003,15,39,17,24.50552,0,289
2004,10,40,23,25.72518,0,529
2005,10,41,24,7.529325,0,576
2003,11,36,18,12.77467,0,324
2003,15,37,15,17.72775,0,225
2004,15,38,16,18.88932,0,256
2005,17,39,15,17.22827,0,225
2003,13,40,20,19.8717,0,400
2003,12,41,22,16.36248,0,484
2004,14,42,21,13.36651,0,441
2005,15,43,21,22.11625,0,441
2003,8,36,21,11.79391,0,441
2004,11,37,19,9.873871,0,361
2004,13,38,18,11.93728,0,324
2005,10,39,22,12.6983,0,484
2003,14,35,14,9.198851,0,196
2004,14,36,15,7.365275,0,225
2004,15,37,15,12.41348,0,225
2005,12,38,19,8.934174,0,361
2002,11,36,18,10.90365,1,324
2003,9,37,21,17.74209,1,441
2004,12,38,19,15.88144,1,361
2005,18,40,15,,1,225
2003,15,32,10,0,1,100
2004,15,34,12,6.746893,1,144
2003,15,25,3,9.148651,1,9
2003,14,26,5,3.095517,1,25
2004,9,27,11,5.418953,1,121
2003,5,27,15,5.855401,1,225
2003,9,28,12,5.31122,1,144
2004,3,29,19,6.054754,1,361
2005,3,30,20,6.319251,1,400
2003,13,30,10,7.02017,1,100
2003,13,31,11,15.16606,1,121
2004,13,31,11,10.11547,1,121
2005,12,32,13,12.41834,1,169
2003,12,38,19,10.80257,0,361
2003,8,39,24,9.928406,0,576
2003,11,39,21,10.55111,0,441
2003,12,40,21,17.28813,0,441
2003,10,40,23,7.841269,0,529
2004,11,41,23,7.490358,0,529
2004,13,42,22,9.749015,0,484
2005,7,43,29,8.448414,0,841
2003,14,50,29,17.36091,0,841
2003,11,49,31,10.52757,0,961
2003,11,50,32,13.46608,0,1024
2002,8,32,17,9.686014,1,289
2003,7,33,19,8.386424,1,361
2004,7,34,20,9.299198,1,400
2005,11,35,17,9.057693,1,289
2002,14,31,10,21.28435,1,100
2003,13,32,12,22.29252,1,144
2005,16,34,11,27.32687,1,121
2005,16,34,11,16.04769,1,121
2002,2,27,18,7.436281,0,324
2004,2,29,20,4.734299,0,400
2002,10,33,16,8.516768,0,256
2003,12,34,15,9.549297,0,225
2004,10,35,18,8.25364,0,324
2005,14,36,15,8.755857,0,225
2002,8,48,33,3.989114,1,1089
2003,8,49,34,5.313561,1,1156
2004,10,50,33,6.965132,1,1089
2002,8,19,4,3.711429,0,16
2003,7,20,6,3.972826,0,36
2002,8,30,15,6.297074,0,225
2003,9,31,15,5.817912,0,225
2004,6,32,19,5.937079,0,361
2005,14,33,12,5.33856,0,144
2002,15,27,5,9.526766,0,25
2003,15,28,6,12.65608,0,36
2004,15,29,7,12.32231,0,49
2005,16,30,7,11.69173,0,49
2003,10,36,19,16.66041,0,361
2003,8,37,22,15.98223,0,484
2005,8,38,23,19.28688,0,529
2002,5,47,35,5.358976,0,1225
2003,1,48,40,6.51453,0,1600
2004,3,49,39,6.614632,0,1521
2002,7,19,5,2.871791,1,25
2003,11,20,2,3.259941,1,4
2003,9,19,3,2.90957,0,9
2004,12,20,1,3.810306,0,1
2004,7,18,4,2.013895,1,16
2002,11,22,4,5.872713,1,16
2003,4,23,12,6.668795,1,144
2004,9,24,8,7.231989,1,64
2005,5,25,13,7.441657,1,169
2002,12,21,2,6.169743,1,4
2003,9,18,2,0,1,4
2004,5,19,7,1.601464,1,49
2005,9,20,4,2.917062,1,16
2005,3,22,12,5.447568,1,144
2002,2,44,35,8.589674,1,1225
2003,5,44,32,9.596193,1,1024
2004,4,45,34,11.41429,1,1156
2005,2,46,37,12.01968,1,1369
2004,6,25,12,7.001359,1,144
2005,11,26,8,4.727141,1,64
2003,14,25,4,5.360188,0,16
2003,10,26,9,5.95646,0,81
2004,11,27,9,7.714934,0,81
2005,15,28,6,13.09679,0,36
2003,17,42,18,,0,324
2004,13,43,23,29.32057,0,529
2005,15,44,22,9.037181,0,484
2003,10,41,24,,0,576
2002,7,44,30,5.715842,1,900
2003,5,45,33,6.23533,1,1089
2005,9,47,31,6.989388,1,961
2004,3,50,40,13.41752,1,1600
2005,7,27,13,6.075829,1,169
2004,5,18,6,0,1,36
2005,4,19,8,3.75395,1,64
2003,10,41,24,6.454034,1,576
2004,7,42,28,.3764917,1,784
2005,13,43,23,11.42174,1,529
2002,12,23,4,7.289114,1,16
2002,6,20,7,10.86409,0,49
2003,4,21,10,1.786459,1,100
2005,11,23,5,4.739666,1,25
2003,10,34,17,6.659845,1,289
2003,12,35,16,6.284536,1,256
2004,8,36,21,7.506599,1,441
2005,7,37,23,6.948144,1,529
2002,15,43,21,15.7946,0,441
2003,15,44,22,12.62356,0,484
2004,13,45,25,13.77494,0,625
2005,18,47,22,14.08631,0,484
2003,16,44,21,15.7428,1,441
2003,16,45,22,18.09929,1,484
2002,10,35,18,19.40004,0,324
2003,10,36,19,17.01878,0,361
2004,13,37,17,17.64186,0,289
2005,9,38,22,23.22706,0,484
2002,14,33,12,14.00601,0,144
2003,12,34,15,17.77431,0,225
2004,10,35,18,12.36457,0,324
2005,10,36,19,17.97081,0,361
2002,6,27,14,8.84513,0,196
2003,9,28,12,10.46766,0,144
2004,12,29,10,11.31034,0,100
2005,9,30,14,8.552094,0,196
2002,8,38,23,4.907609,0,529
2003,11,39,21,6.203812,0,441
2004,6,40,27,4.84053,0,729
2005,12,41,22,6.503284,0,484
2005,10,32,15,14.67935,0,225
2005,12,38,19,10.73894,1,361
2003,9,29,13,10.40694,1,169
2003,10,30,13,6.086092,1,169
2004,11,31,13,8.318435,1,169
2005,11,32,14,7.113523,1,196
2003,8,46,31,12.98386,1,961
2003,12,47,28,15.17285,1,784
2004,8,48,33,13.79175,1,1089
2005,13,48,28,14.17489,1,784
2002,5,38,26,29.51805,0,676
2003,4,39,28,5.991999,1,784
2004,3,39,29,5.915158,1,841
2005,7,40,26,7.283071,1,676
2002,14,36,15,3.843094,0,225
2003,14,37,16,7.615441,1,256
2004,16,38,15,8.160308,1,225
2005,10,39,22,7.529062,1,484
2003,12,41,22,10.79144,0,484
2004,8,42,27,10.83042,0,729
2005,8,44,29,13.76579,0,841
2003,9,46,30,13.25807,1,900
2003,14,47,26,7.936134,1,676
2004,10,48,31,14.20489,1,961
2005,9,49,33,13.40939,1,1089
2003,15,38,16,20.29592,1,256
2004,18,39,14,15.41168,1,196
2005,16,40,17,18.66554,1,289
2002,9,44,28,10.35952,1,784
2003,13,44,24,10.41907,1,576
2004,14,45,24,9.387608,1,576
2005,15,46,24,11.08945,1,576
2003,7,25,11,3.667015,1,121
2004,12,26,7,6.433471,1,49
2005,11,27,9,5.666819,1,81
2003,11,32,14,6.637683,1,196
2004,12,33,14,7.5991,1,196
2005,9,34,18,7.507984,1,324
2003,10,25,8,0,0,64
2003,8,21,6,7.721303,0,36
2002,13,19,-1,3.531613,0,1
2003,14,20,-1,5.673809,0,1
2004,8,21,6,5.6238,0,36
2003,8,23,8,4.806523,1,64
2003,6,24,11,5.692087,1,121
2004,9,30,14,12.18468,1,196
2005,10,31,14,15.39287,1,196
2003,7,32,18,14.21201,1,324
2004,13,33,13,15.76331,1,169
2005,14,34,13,17.21071,1,169
2003,6,24,11,5.476379,1,121
2003,9,25,9,7.799311,1,81
2004,7,26,12,9.221745,1,144
2005,11,27,9,10.14513,1,81
2004,5,19,7,5.371968,0,49
2002,15,47,25,18.14989,0,625
2003,16,48,25,21.05096,0,625
2004,16,49,26,18.50236,0,676
2005,17,50,26,16.31853,0,676
2002,6,42,29,.3888338,0,841
2003,16,36,13,13.08244,1,169
2003,11,36,18,10.99629,1,324
2004,17,37,13,16.03384,1,169
2005,15,38,16,15.07258,1,256
2003,8,35,20,11.50207,1,400
2004,13,36,16,12.05363,1,256
2005,12,37,18,14.96092,1,324
2002,15,33,11,7.92547,0,121
2003,13,34,14,10.23025,1,196
2004,12,35,16,11.4724,1,256
2005,14,36,15,9.702024,1,225
2003,17,46,22,28.08669,0,484
2003,16,47,24,17.77945,0,576
2005,17,48,24,19.89163,0,576
2004,6,33,20,4.822556,1,400
2002,13,36,16,6.516283,0,256
2003,13,37,17,6.713302,0,289
2002,17,34,10,22.57346,1,100
2003,11,35,17,27.60375,1,289
2004,15,36,14,29.60605,1,196
2005,17,37,13,37.92365,1,169
2002,13,36,16,8.02448,0,256
2003,10,37,20,7.70015,0,400
2004,14,38,17,7.925814,0,289
2005,9,39,23,6.926099,0,529
2003,12,42,23,17.20811,1,529
2003,12,43,24,19.55583,1,576
2003,7,44,30,5.685659,1,900
2003,4,45,34,5.048455,1,1156
2003,7,20,6,5.592968,1,36
2003,13,20,0,7.063464,1,0
2003,8,45,30,20.01842,0,900
2003,12,46,27,18.47407,0,729
2003,13,44,24,15.38084,0,576
2003,9,45,29,48.95634,0,841
2002,16,49,26,16.42474,1,676
2003,12,49,30,16.56915,1,900
2002,11,47,29,,1,841
2003,15,48,26,15.87309,1,676
2004,9,49,33,19.44822,1,1089
2005,10,50,33,16.62681,1,1089
2002,12,24,5,5.817134,1,25
2003,11,25,7,4.940893,1,49
2002,5,25,13,4.736683,0,169
2003,8,26,11,8.231635,0,121
2004,10,27,10,7.704274,0,100
2002,12,38,19,8.864413,0,361
2003,12,39,20,9.053592,0,400
2004,13,40,20,12.76169,0,400
2005,9,41,25,14.07529,0,625
2002,11,41,23,10.27093,0,529
2003,10,42,25,10.95779,0,625
2004,10,43,26,10.92288,0,676
2005,12,44,25,9.424881,0,625
2005,9,18,2,6.564902,0,4
2002,10,43,26,13.63544,1,676
2003,7,44,30,7.335208,1,900
2005,9,46,30,8.036626,1,900
2003,14,26,5,8.06494,1,25
2003,10,26,9,5.402185,1,81
2004,11,27,9,4.706625,1,81
2005,12,28,9,6.700204,1,81
2002,16,23,0,7.654097,1,0
2003,16,24,1,12.26573,1,1
2004,16,25,2,15.35228,1,4
2005,15,26,4,13.13028,1,16
2004,17,23,-1,.4455043,1,1
2005,18,24,-1,7.367917,1,1
2003,2,32,23,3.249269,1,529
2004,7,33,19,8.358355,1,361
2005,3,34,24,6.905818,1,576
2002,7,23,9,3.762724,0,81
2002,6,29,16,6.041652,0,256
2003,7,30,16,7.849237,0,256
2004,7,31,17,8.340528,0,289
2005,1,32,24,8.1982,0,576
2005,12,19,0,1.802443,0,0
2003,9,20,4,0,1,16
2005,13,23,3,2.796938,1,9
2003,15,36,14,10.14546,0,196
2004,12,36,17,9.099536,0,289
2004,10,37,20,5.389657,0,400
2005,15,38,16,13.38407,0,256
2004,11,28,10,5.145229,0,100
2005,17,29,5,10.2417,0,25
2003,0,21,14,2.509967,0,196
2003,7,21,7,5.558218,0,49
2004,6,22,9,6.21111,0,81
2002,2,47,38,5.381935,0,1444
2003,3,48,38,5.207871,0,1444
2004,5,48,36,5.203439,0,1296
2005,1,49,41,5.056826,0,1681
2002,10,45,28,4.997744,0,784
2003,7,45,31,4.764956,0,961
2004,10,46,29,4.754403,0,841
2005,12,47,28,5.214069,0,784
2004,2,49,40,5.215737,0,1600
2004,6,50,37,5.007593,0,1369
2005,2,50,41,4.346301,0,1681
2002,16,26,3,11.59802,0,9
2003,13,27,7,14.82378,0,49
2004,17,28,4,16.38855,0,16
2005,14,29,8,14.47336,0,64
2002,10,48,31,4.782681,1,961
2003,9,49,33,4.721847,1,1089
2002,13,49,29,15.12914,0,841
2003,17,50,26,20.36707,0,676
2002,13,43,23,15.86198,0,529
2003,18,44,19,27.67147,0,361
2004,17,45,21,27.91585,0,441
2005,18,46,21,23.6121,0,441
2002,15,25,3,9.762125,1,9
2003,12,26,7,13.05048,1,49
2004,13,27,7,15.2587,1,49
2005,17,28,4,18.15227,1,16
2002,10,43,26,20.86568,0,676
2003,14,44,23,19.83592,0,529
2004,10,45,28,18.7881,0,784
2005,12,46,27,15.12244,0,729
2002,11,41,23,6.0664,0,529
2003,7,42,28,6.723189,0,784
2004,7,43,29,7.703046,0,841
2005,12,44,25,9.281073,0,625
2004,14,27,6,8.033168,0,36
2005,14,28,7,20.69357,0,49
2005,13,29,9,12.0377,0,81
2003,11,34,16,11.22905,0,256
2004,13,35,15,15.9129,0,225
2005,11,36,18,16.40699,0,324
2004,6,36,23,5.416286,0,529
2005,6,37,24,5.974736,0,576
2002,10,21,4,6.62465,1,16
2003,9,22,6,1.642062,1,36
2002,10,35,18,20.57084,1,324
2003,7,36,22,17.4107,1,484
2005,13,37,17,17.36013,1,289
2002,10,30,13,9.165567,1,169
2003,12,31,12,6.967519,1,144
2005,9,33,17,,1,289
2002,6,46,33,8.971087,0,1089
2003,10,46,29,9.420346,0,841
2004,5,47,35,8.302378,0,1225
2005,6,48,35,9.381584,0,1225
2002,1,44,36,5.103114,0,1296
2003,2,45,36,6.106699,0,1296
2004,3,46,36,5.800682,0,1296
2005,2,47,38,5.65664,0,1444
2003,13,21,1,1.062158,0,1
2005,14,23,2,.6592203,0,4
2003,12,18,-1,5.5023,0,1
2004,10,19,2,4.807631,0,4
2005,6,20,7,5.207794,0,49
2002,8,35,20,21.41467,0,400
2003,13,36,16,29.46099,0,256
2004,10,37,20,11.5556,0,400
2005,11,38,20,26.25922,0,400
2002,7,35,21,5.71207,0,441
2003,12,33,14,13.35314,0,196
2004,8,34,19,3.214031,0,361
2005,12,35,16,22.43344,0,256
2002,9,41,25,11.79825,0,625
2003,11,41,23,12.54029,0,529
2004,15,42,20,16.46712,0,400
2002,12,38,19,16.25367,0,361
2003,16,39,16,9.912078,0,256
2004,14,40,19,15.50535,0,361
2002,17,31,7,12.54168,0,49
2003,13,31,11,8.220636,0,121
2004,14,33,12,20.84324,0,144
2005,18,33,8,11.63612,0,64
2002,10,29,12,6.714151,0,144
2003,7,30,16,6.353236,0,256
2005,11,32,14,11.94641,0,196
2003,11,44,26,8.393681,0,676
2003,12,45,26,6.736281,0,676
2003,8,19,4,4.915608,0,16
2003,13,19,-1,10.76824,0,1
2002,9,32,16,8.60261,1,256
2003,6,33,20,11.10154,1,400
2004,6,34,21,8.190178,1,441
2005,7,36,22,9.75462,1,484
2003,7,31,17,3.690008,1,289
2004,10,32,15,7.606278,1,225
2005,10,33,16,8.15224,1,256
2005,12,34,15,12.01344,1,225
2003,13,31,11,3.048687,1,121
2004,9,32,16,4.595633,1,256
2005,11,33,15,5.217751,1,225
2002,11,31,13,,0,169
2005,7,34,20,,0,400
2002,12,27,8,4.959537,0,64
2003,15,28,6,7.550046,0,36
2004,10,29,12,3.344667,0,144
2005,15,30,8,5.733772,0,64
2003,14,47,26,17.43972,0,676
2004,14,48,27,18.8445,0,729
2003,6,26,13,7.505015,1,169
2004,9,27,11,8.102881,1,121
2004,12,28,9,10.75321,1,81
2003,10,25,8,6.021979,1,64
2004,12,26,7,6.657218,1,49
2004,14,27,6,8.297342,1,36
2004,6,48,35,11.51786,0,1225
2005,7,50,36,10.60897,0,1296
2004,9,45,29,3.111418,1,841
2003,11,32,14,8.13183,1,196
2004,15,33,11,10.6778,1,121
2003,19,30,4,20.40462,1,16
2004,15,31,9,18.46014,1,81
2003,10,37,20,6.656528,1,400
2003,8,38,23,7.001947,1,529
2004,12,39,20,9.519222,1,400
2005,8,40,25,9.610095,1,625
2003,4,48,37,8.618745,0,1369
2003,2,49,40,7.964567,0,1600
2004,5,50,38,8.606409,0,1444
2003,11,47,29,7.30142,0,841
2003,7,48,34,6.603817,0,1156
2004,9,49,33,,0,1089
2004,8,20,5,4.78664,0,25
2005,6,21,8,6.190078,0,64
2003,11,38,20,15.44703,0,400
2004,16,39,16,14.99349,0,256
2005,14,40,19,26.59798,0,361
2003,7,35,21,8.195997,0,441
2003,11,36,18,14.77389,0,324
2005,11,38,20,12.01449,0,400
2002,10,25,8,7.651807,0,64
2003,9,26,10,6.053429,0,100
2002,15,33,11,92.07089,0,121
2003,12,34,15,90.99313,0,225
2004,17,35,11,11.94672,0,121
2005,15,36,14,12.34152,0,196
2003,13,29,9,10.92334,0,81
2003,11,30,12,11.85734,0,144
2005,10,31,14,13.92873,0,196
2002,14,28,7,6.831735,0,49
2003,14,29,8,8.588455,0,64
2004,9,30,14,9.788915,0,196
2005,8,31,16,9.601739,0,256
2002,8,25,10,5.507527,0,100
2003,11,25,7,6.073122,0,49
2004,9,26,10,6.263764,0,100
2002,6,27,14,7.322312,0,196
2003,11,28,10,11.64123,0,100
2004,9,29,13,,0,169
2005,13,30,10,,0,100
2002,7,42,28,0,0,784
2003,9,41,25,14.30046,0,625
2003,7,42,28,26.64376,0,784
2004,8,43,28,29.38276,0,784
2005,12,44,25,31.51856,0,625
2003,16,42,19,4.973243,0,361
2003,10,43,26,5.64187,0,676
2004,14,44,23,5.92977,0,529
2005,12,45,26,9.533351,0,676
2003,13,22,2,.0926002,0,4
2005,12,24,5,2.647727,0,25
2003,10,19,2,.4709318,0,4
2004,13,21,1,2.309786,0,1
2005,10,22,5,2.823889,0,25
2004,8,41,26,11.06415,0,676
2005,8,42,27,13.02946,0,729
2005,12,43,24,11.12603,0,576
2004,7,38,24,7.839041,0,576
2005,7,39,25,7.280119,0,625
2005,10,40,23,12.20072,0,529
2003,17,39,15,16.46301,0,225
2004,17,40,16,13.55284,0,256
2004,13,41,21,19.05959,0,441
2005,16,42,19,16.7582,0,361
2003,7,39,25,10.57116,0,625
2004,13,40,20,10.03276,0,400
2004,10,41,24,7.501793,0,576
2005,9,42,26,6.643513,0,676
2002,9,42,26,9.205654,0,676
2003,12,43,24,13.83918,0,576
2004,9,44,28,13.69227,0,784
2005,13,45,25,12.11696,0,625
2004,16,38,15,19.98146,0,225
2004,13,39,19,20.02175,0,361
2005,16,40,17,18.81214,0,289
2002,13,37,17,13.81556,0,289
2004,13,39,19,19.17888,0,361
2004,18,39,14,28.33977,0,196
2005,12,40,21,16.47103,0,441
2003,18,29,4,22.40495,0,16
2003,16,30,7,14.94168,0,49
2005,15,31,9,14.85764,0,81
2005,13,32,12,16.52598,0,144
2003,18,38,13,8.329305,0,169
2004,13,39,19,19.4086,0,361
2004,18,40,15,17.87744,0,225
2005,18,41,16,17.992,0,256
2003,11,42,24,11.14207,1,576
2003,13,43,23,14.24094,1,529
2004,13,43,23,13.84468,1,529
2005,15,44,22,12.86212,1,484
2002,11,31,13,7.709691,0,169
2003,15,32,10,16.3366,0,100
2004,15,33,11,14.43715,0,121
2002,12,35,16,14.00315,0,256
2003,12,36,17,12.90538,0,289
2004,6,37,24,10.92815,0,576
2005,13,38,18,5.948362,0,324
2003,9,33,17,5.686929,0,289
2004,9,34,18,5.455509,0,324
2005,12,36,17,5.554423,0,289
2004,12,30,11,8.561651,1,121
2005,9,30,14,6.933369,1,196
2002,14,25,4,2.471813,1,16
2004,13,26,6,5.52626,1,36
2004,11,27,9,4.91545,1,81
2005,14,28,7,6.206298,1,49
2002,13,28,8,2.896826,1,64
2002,13,37,17,25.64598,0,289
2003,16,38,15,31.26343,0,225
2004,16,39,16,26.35703,0,256
2005,16,40,17,35.95774,0,289
2002,15,32,10,27.77744,0,100
2003,11,33,15,7.367621,0,225
2003,11,29,11,3.291835,1,121
2003,10,30,13,9.199312,1,169
2004,16,31,8,10.95108,1,64
2005,13,32,12,7.110445,1,144
2002,14,26,5,8.109731,0,25
2003,10,26,9,9.197261,0,81
2004,10,27,10,8.13186,0,100
2005,7,29,15,8.298474,0,225
2002,12,38,19,.9594662,1,361
2003,16,39,16,18.68922,1,256
2002,14,30,9,43.35041,0,81
2003,12,30,11,7.353918,0,121
2004,11,31,13,9.511385,0,169
2005,14,33,12,9.963275,0,144
2005,1,29,21,,0,441
2002,11,40,22,4.528506,0,484
2003,9,41,25,6.975243,0,625
2004,15,42,20,8.224505,0,400
2005,14,43,22,8.108649,0,484
2002,12,38,19,4.128207,1,361
2003,11,39,21,6.234895,1,441
2004,10,40,23,6.834373,1,529
2005,10,41,24,6.27079,1,576
2002,7,42,28,4.92823,1,784
2003,5,43,31,9.82968,1,961
2004,8,44,29,11.26656,1,841
2002,8,32,17,9.719806,1,289
2003,10,33,16,8.097544,1,256
2004,8,34,19,6.167504,1,361
2005,11,35,17,6.161738,1,289
2004,15,40,18,,1,324
2004,12,18,-1,0,1,1
2002,12,31,12,6.430955,1,144
2003,13,32,12,7.441851,1,144
2004,14,33,12,6.948399,1,144
2005,10,34,17,8.309763,1,289
2004,14,32,11,1.241297,1,121
2002,5,44,32,7.664857,0,1024
2003,5,45,33,9.273459,0,1089
2002,17,45,21,29.67645,1,441
2003,15,46,24,25.91302,1,576
2004,18,47,22,40.41773,1,484
2005,16,48,25,26.30817,1,625
2003,16,44,21,20.80641,1,441
2003,11,44,26,29.33938,1,676
2004,16,45,22,32.70865,1,484
2005,16,46,23,28.06118,1,529
2002,17,48,24,23.97931,0,576
2003,15,48,26,28.31007,0,676
2004,15,49,27,21.22755,0,729
2003,13,31,11,11.18878,1,121
2004,12,33,14,7.790364,1,196
2005,16,34,11,7.112098,1,121
2003,10,26,9,5.982303,1,81
2003,8,27,12,8.753567,1,144
2004,8,28,13,8.993952,1,169
2005,11,28,10,9.097051,1,100
2004,12,26,7,9.518627,1,49
2004,14,27,6,10.41247,1,36
2005,16,28,5,12.42482,1,25
2003,7,30,16,7.163672,1,256
2003,8,31,16,9.190615,1,256
2002,10,48,31,3.8235,1,961
2003,10,49,32,9.196896,1,1024
2002,5,41,29,8.843697,1,841
2003,15,41,19,2.956346,1,361
2004,16,43,20,5.600614,1,400
2005,11,43,25,7.356925,1,625
2002,12,19,0,,1,0
2005,13,22,2,4.052694,1,4
2003,12,22,3,6.849582,1,9
2004,14,23,2,12.949,1,4
2005,10,24,7,9.930775,1,49
2002,13,34,14,13.99149,1,196
2003,14,35,14,16.7167,1,196
2004,17,36,12,13.4287,1,144
2005,15,37,15,15.90549,1,225
2004,12,30,11,14.12317,1,121
2002,9,50,34,6.801744,1,1156
2002,3,46,36,9.767789,1,1296
2003,2,47,38,2.134571,1,1444
2004,1,48,40,4.14897,1,1600
2005,1,50,42,2.861507,1,1764
2002,7,22,8,5.133683,1,64
2003,13,23,3,6.552996,1,9
2004,8,24,9,6.74375,1,81
2005,14,26,5,,1,25
2002,16,37,14,19.85275,1,196
2003,16,38,15,17.44801,1,225
2004,13,39,19,20.36315,1,361
2005,19,40,14,25.47135,1,196
2003,3,38,28,6.382903,0,784
2004,1,39,31,7.049815,0,961
2004,4,40,29,7.922163,0,841
2005,6,41,28,7.549199,0,784
2003,11,31,13,70.03617,0,169
2003,9,32,16,72.40939,1,256
2004,12,33,14,10.95788,1,196
2005,9,34,18,13.54048,1,324
2003,14,31,10,18.43943,1,100
2003,17,31,7,22.95368,1,49
2004,16,32,9,19.26151,1,81
2003,3,32,22,,0,484
2003,6,34,21,5.617858,0,441
2004,11,35,17,5.380814,0,289
2005,13,37,17,4.636937,0,289
2003,8,21,6,4.684605,0,36
2004,9,22,6,5.328622,0,36
2005,13,23,3,6.604269,0,9
2005,12,24,5,6.385051,0,25
2005,17,23,-1,.1931857,0,1
2003,9,45,29,8.253711,1,841
2004,6,46,33,8.211404,1,1089
2005,9,48,32,.5720471,1,1024
2003,4,46,35,5.630656,0,1225
2004,7,47,33,5.995568,0,1089
2005,6,47,34,5.485177,0,1156
2005,3,48,38,5.487235,0,1444
2003,6,47,34,9.676033,0,1156
2004,7,48,34,10.05295,0,1156
2005,12,49,30,10.43302,0,900
2005,8,50,35,11.34888,0,1225
2004,7,18,4,4.107354,0,16
2005,12,20,1,5.128424,0,1
2003,1,48,40,2.945383,0,1600
2004,4,49,38,2.238398,0,1444
2003,9,19,3,.0757632,0,9
2004,8,20,5,3.99725,0,25
2003,11,28,10,0,1,100
2004,9,29,13,7.92263,1,169
2003,12,35,16,19.47091,0,256
2004,18,36,11,20.64277,0,121
2005,17,38,14,23.02579,0,196
2003,3,36,26,8.461076,0,676
2004,7,37,23,9.849963,0,529
2004,13,37,17,8.762574,0,289
2005,15,38,16,11.44062,0,256
2005,9,37,21,0,0,441
2002,8,40,25,3.786791,1,625
2003,9,41,25,5.271514,1,625
2004,11,42,24,5.114247,1,576
2003,7,44,30,6.688814,1,900
2005,9,46,30,10.05522,1,900
2005,9,46,30,13.12072,1,900
2003,11,27,9,7.060603,0,81
2004,16,27,4,7.065307,0,16
2005,13,29,9,11.80455,0,81
2002,6,46,33,2.400303,1,1089
2003,5,47,35,5.699186,1,1225
2004,1,48,40,5.393137,1,1600
2005,4,49,38,5.89494,1,1444
2004,9,18,2,3.096722,1,4
2005,10,19,2,2.170455,1,4
2003,10,45,28,6.520982,0,784
2003,9,46,30,6.886592,0,900
2002,11,31,13,14.50523,0,169
2004,18,33,8,19.86284,0,64
2005,12,34,15,22.89679,0,225
2003,12,31,12,12.29752,1,144
2004,15,32,10,14.66169,1,100
2005,16,33,10,24.73497,1,100
2003,5,44,32,7.379741,1,1024
2003,6,45,32,5.956065,1,1024
2004,3,45,35,5.818961,1,1225
2005,6,46,33,4.790591,1,1089
2004,8,20,5,4.310987,1,25
2005,7,21,7,7.79183,1,49
2004,6,18,5,2.938031,1,25
2005,10,19,2,3.882253,1,4
2003,7,21,7,12.51826,1,49
2003,10,22,5,12.35147,1,25
2005,14,24,3,11.77736,1,9
2003,7,20,6,9.552898,1,36
2003,9,21,5,8.117477,1,25
2003,5,18,6,5.729989,1,36
2005,13,21,1,24.68421,1,1
2003,7,18,4,7.26804,1,16
2005,10,20,3,15.97106,1,9
2004,7,22,8,23.02472,1,64
2002,14,41,20,6.949043,0,400
2003,10,42,25,8.760306,0,625
2004,14,43,22,8.248559,0,484
2005,9,44,28,9.877932,0,784
2005,14,34,13,5.188041,0,169
2002,6,29,16,7.418168,0,256
2004,6,31,18,,0,324
2003,11,50,32,9.546108,0,1024
2003,11,19,1,2.670873,1,1
2004,11,20,2,2.73171,1,4
2004,14,20,-1,5.146477,1,1
2005,10,21,4,5.549524,1,16
2004,10,19,2,4.78963,1,4
2005,11,20,2,.7490296,1,4
2005,11,18,0,3.584775,1,0
2002,7,36,22,9.618325,1,484
2003,9,37,21,9.972619,1,441
2004,11,38,20,12.06137,1,400
2005,14,38,17,17.03625,1,289
2002,1,37,29,3.294966,0,841
2003,2,37,28,3.843098,0,784
2002,14,49,28,13.94953,1,784
2003,8,50,35,10.802,1,1225
2004,11,20,2,7.098175,1,4
2005,7,21,7,4.526859,1,49
